,carat,cut,color,clarity,depth,table,x,y,z,price_predict,price_predicted
3780,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,-257.0,-257.0
3781,0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,513.0,513.0
3782,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4987.0,4987.0
3783,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,6355.0,6355.0
3784,0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,943.0,943.0
3785,1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,6460.0,6460.0
3786,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,2555.0,2555.0
3787,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,1363.0,1363.0
3788,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2642.0,2642.0
3789,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,3238.0,3238.0
3790,1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,8489.0,8489.0
3791,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,1049.0,1049.0
3792,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,-3480.0,-3480.0
3793,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,1658.0,1658.0
3794,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,14415.0,14415.0
3795,0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,1492.0,1492.0
3796,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,4883.0,4883.0
3797,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,324.0,324.0
3798,2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,14809.0,14809.0
3799,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,14730.0,14730.0
3800,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,2312.0,2312.0
3801,1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,4997.0,4997.0
3802,0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,-501.0,-501.0
3803,0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,2887.0,2887.0
3804,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,9923.0,9923.0
3805,1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,5063.0,5063.0
3806,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,779.0,779.0
3807,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,577.0,577.0
3808,1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,5514.0,5514.0
3809,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,3274.0,3274.0
3810,0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,1524.0,1524.0
3811,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,3338.0,3338.0
3812,0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,2654.0,2654.0
3813,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,4989.0,4989.0
3814,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,2717.0,2717.0
3815,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,1012.0,1012.0
3816,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,167.0,167.0
3817,1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,4896.0,4896.0
3818,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,6429.0,6429.0
3819,1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,3572.0,3572.0
3820,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,5396.0,5396.0
3821,0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,858.0,858.0
3822,1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,7647.0,7647.0
3823,0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,391.0,391.0
3824,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,5153.0,5153.0
3825,0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,148.0,148.0
3826,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,-609.0,-609.0
3827,1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,11728.0,11728.0
3828,1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,5885.0,5885.0
3829,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,608.0,608.0
3830,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,4895.0,4895.0
3831,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,5453.0,5453.0
3832,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,135.0,135.0
3833,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,695.0,695.0
3834,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,3879.0,3879.0
3835,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,1575.0,1575.0
3836,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,6547.0,6547.0
3837,1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,3583.0,3583.0
3838,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,12735.0,12735.0
3839,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,3095.0,3095.0
3840,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,-692.0,-692.0
3841,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,15447.0,15447.0
3842,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6251.0,6251.0
3843,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,-1684.0,-1684.0
3844,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,10077.0,10077.0
3845,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,1519.0,1519.0
3846,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,6493.0,6493.0
3847,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,8046.0,8046.0
3848,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,6427.0,6427.0
3849,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,-1045.0,-1045.0
3850,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1941.0,1941.0
3851,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,3941.0,3941.0
3852,1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,10819.0,10819.0
3853,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,10265.0,10265.0
3854,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1850.0,1850.0
3855,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,939.0,939.0
3856,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,12486.0,12486.0
3857,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,4509.0,4509.0
3858,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,6459.0,6459.0
3859,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3809.0,3809.0
3860,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,3483.0,3483.0
3861,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,9271.0,9271.0
3862,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,-251.0,-251.0
3863,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,750.0,750.0
3864,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,1025.0,1025.0
3865,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,455.0,455.0
3866,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,2097.0,2097.0
3867,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,12182.0,12182.0
3868,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,646.0,646.0
3869,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,3709.0,3709.0
3870,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,3401.0,3401.0
3871,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,11109.0,11109.0
3872,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,5559.0,5559.0
3873,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,1447.0,1447.0
3874,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,-93.0,-93.0
3875,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,399.0,399.0
3876,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,10293.0,10293.0
3877,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,4265.0,4265.0
3878,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,3475.0,3475.0
3879,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,10789.0,10789.0
3880,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,15275.0,15275.0
3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,2243.0,2243.0
3882,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,-39.0,-39.0
3883,1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,6389.0,6389.0
3884,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,9369.0,9369.0
3885,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,505.0,505.0
3886,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,8053.0,8053.0
3887,1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,5418.0,5418.0
3888,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,-353.0,-353.0
3889,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,1911.0,1911.0
3890,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,640.0,640.0
3891,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,897.0,897.0
3892,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,6265.0,6265.0
3893,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,494.0,494.0
3894,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,370.0,370.0
3895,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,1046.0,1046.0
3896,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,1551.0,1551.0
3897,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,4763.0,4763.0
3898,1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,9601.0,9601.0
3899,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,2673.0,2673.0
3900,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3933.0,3933.0
3901,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,2058.0,2058.0
3902,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,1007.0,1007.0
3903,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2585.0,2585.0
3904,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,12165.0,12165.0
3905,1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,4862.0,4862.0
3906,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1764.0,1764.0
3907,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,11040.0,11040.0
3908,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,7584.0,7584.0
3909,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,1407.0,1407.0
3910,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,3343.0,3343.0
3911,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1529.0,1529.0
3912,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,612.0,612.0
3913,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1602.0,1602.0
3914,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,441.0,441.0
3915,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2201.0,2201.0
3916,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,2531.0,2531.0
3917,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,2226.0,2226.0
3918,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1452.0,1452.0
3919,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,748.0,748.0
3920,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,3217.0,3217.0
3921,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,2831.0,2831.0
3922,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,867.0,867.0
3923,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,2319.0,2319.0
3924,1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,9956.0,9956.0
3925,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,703.0,703.0
3926,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,13264.0,13264.0
3927,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,4088.0,4088.0
3928,0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,2655.0,2655.0
3929,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6877.0,6877.0
3930,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,2141.0,2141.0
3931,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,401.0,401.0
3932,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,15875.0,15875.0
3933,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,-1024.0,-1024.0
3934,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4609.0,4609.0
3935,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,10522.0,10522.0
3936,1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4299.0,4299.0
3937,1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,10447.0,10447.0
3938,0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,3120.0,3120.0
3939,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1970.0,1970.0
3940,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,10009.0,10009.0
3941,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1534.0,1534.0
3942,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5738.0,5738.0
3943,0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,-585.0,-585.0
3944,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1903.0,1903.0
3945,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,13871.0,13871.0
3946,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,3083.0,3083.0
3947,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1770.0,1770.0
3948,0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,1079.0,1079.0
3949,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,693.0,693.0
3950,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,4147.0,4147.0
3951,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1279.0,1279.0
3952,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1230.0,1230.0
3953,0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,617.0,617.0
3954,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,-461.0,-461.0
3955,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1867.0,1867.0
3956,1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,5672.0,5672.0
3957,0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,119.0,119.0
3958,0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,1623.0,1623.0
3959,0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1117.0,1117.0
3960,0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,1278.0,1278.0
3961,1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,7363.0,7363.0
3962,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,940.0,940.0
3963,1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4435.0,4435.0
3964,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,1393.0,1393.0
3965,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,4977.0,4977.0
3966,1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,6217.0,6217.0
3967,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,2505.0,2505.0
3968,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3501.0,3501.0
3969,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,866.0,866.0
3970,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,7171.0,7171.0
3971,0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,3525.0,3525.0
3972,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,539.0,539.0
3973,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,5170.0,5170.0
3974,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2349.0,2349.0
3975,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,840.0,840.0
3976,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,4467.0,4467.0
3977,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,-780.0,-780.0
3978,1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,4095.0,4095.0
3979,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4494.0,4494.0
3980,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,5157.0,5157.0
3981,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,63.0,63.0
3982,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,-123.0,-123.0
3983,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,6206.0,6206.0
3984,0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2815.0,2815.0
3985,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,1337.0,1337.0
3986,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,-907.0,-907.0
3987,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,-127.0,-127.0
3988,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,3319.0,3319.0
3989,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1281.0,1281.0
3990,0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,-333.0,-333.0
3991,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,325.0,325.0
3992,0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,1028.0,1028.0
3993,2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,12185.0,12185.0
3994,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,-762.0,-762.0
3995,1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,8164.0,8164.0
3996,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,16886.0,16886.0
3997,2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,13087.0,13087.0
3998,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,2003.0,2003.0
3999,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,3642.0,3642.0
4000,1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4593.0,4593.0
4001,1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,5629.0,5629.0
4002,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,2514.0,2514.0
4003,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6806.0,6806.0
4004,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,3047.0,3047.0
4005,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2951.0,2951.0
4006,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,129.0,129.0
4007,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3396.0,3396.0
4008,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,6755.0,6755.0
4009,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2243.0,2243.0
4010,0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,2160.0,2160.0
4011,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,220.0,220.0
4012,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,909.0,909.0
4013,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,4559.0,4559.0
4014,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,6111.0,6111.0
4015,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,4344.0,4344.0
4016,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,3304.0,3304.0
4017,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,10020.0,10020.0
4018,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,2806.0,2806.0
4019,1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,5868.0,5868.0
4020,0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,-359.0,-359.0
4021,0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,2679.0,2679.0
4022,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,8439.0,8439.0
4023,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,1520.0,1520.0
4024,1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5320.0,5320.0
4025,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,-1041.0,-1041.0
4026,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,14572.0,14572.0
4027,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,-411.0,-411.0
4028,0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,-107.0,-107.0
4029,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,3033.0,3033.0
4030,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,-21.0,-21.0
4031,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,1901.0,1901.0
4032,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,2885.0,2885.0
4033,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,671.0,671.0
4034,1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,10733.0,10733.0
4035,0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,886.0,886.0
4036,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,245.0,245.0
4037,1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,7485.0,7485.0
4038,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4557.0,4557.0
4039,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,5478.0,5478.0
4040,0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,1820.0,1820.0
4041,0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1912.0,1912.0
4042,1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,9233.0,9233.0
4043,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,4495.0,4495.0
4044,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,437.0,437.0
4045,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,7389.0,7389.0
4046,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,647.0,647.0
4047,1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,6197.0,6197.0
4048,1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,5067.0,5067.0
4049,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,502.0,502.0
4050,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,7696.0,7696.0
4051,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1121.0,1121.0
4052,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,5536.0,5536.0
4053,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,12445.0,12445.0
4054,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5489.0,5489.0
4055,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4253.0,4253.0
4056,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3501.0,3501.0
4057,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3925.0,3925.0
4058,1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,6163.0,6163.0
4059,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,3564.0,3564.0
4060,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,689.0,689.0
4061,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,2716.0,2716.0
4062,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,1119.0,1119.0
4063,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,524.0,524.0
4064,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,4319.0,4319.0
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2708.0,2708.0
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,15475.0,15475.0
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6241.0,6241.0
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,249.0,249.0
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,10207.0,10207.0
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,3111.0,3111.0
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7615.0,7615.0
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,-1391.0,-1391.0
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1463.0,1463.0
